Voltage,Current,Frequency,Temperature,Fault,Shutdown
245,10.0,50.12,54,Overload,Yes
252,19.99,50.18,40,Overload,Yes
255,11.4,49.97,42,Overload,Yes
138,3.15,49.83,28,Undervoltage,Yes
259,13.87,50.12,45,Overload,Yes
155,3.73,49.13,26,Undervoltage,Yes
242,14.81,49.81,47,Overload,Yes
286,9.65,50.4,38,Overvoltage,Yes
17,0.0,0.0,30,Line Break,Yes
19,0.0,0.0,28,Line Break,Yes
254,17.69,50.19,42,Overload,Yes
295,5.44,50.1,31,Overvoltage,Yes
222,7.98,49.92,34,Normal,No
284,9.11,50.34,39,Overvoltage,Yes
256,11.1,49.82,48,Overload,Yes
3,0.0,0.0,22,Line Break,Yes
246,14.17,49.87,42,Overload,Yes
253,12.02,49.94,51,Overload,Yes
252,15.37,50.09,51,Overload,Yes
225,5.19,49.84,32,Normal,No
238,3.79,50.07,30,Normal,No
123,4.01,49.59,33,Undervoltage,Yes
252,17.38,49.83,49,Overload,Yes
228,4.93,50.11,27,Normal,No
9,0.0,0.0,29,Line Break,Yes
2,0.0,0.0,28,Line Break,Yes
220,7.54,49.84,25,Normal,No
281,9.9,50.73,36,Overvoltage,Yes
17,0.0,0.0,26,Line Break,Yes
8,0.0,0.0,26,Line Break,Yes
131,4.78,49.9,27,Undervoltage,Yes
10,0.0,0.0,29,Line Break,Yes
17,0.0,0.0,25,Line Break,Yes
258,19.5,50.11,44,Overload,Yes
268,9.64,50.13,45,Overvoltage,Yes
160,4.6,49.68,31,Undervoltage,Yes
239,5.42,49.82,25,Normal,No
18,0.0,0.0,22,Line Break,Yes
169,3.42,49.21,30,Undervoltage,Yes
234,6.32,49.87,32,Normal,No
255,12.18,49.94,46,Overload,Yes
115,3.71,49.66,28,Undervoltage,Yes
171,5.44,49.15,30,Undervoltage,Yes
1,0.0,0.0,25,Line Break,Yes
227,5.59,49.94,26,Normal,No
3,0.0,0.0,30,Line Break,Yes
247,19.77,50.01,52,Overload,Yes
101,5.45,49.49,28,Undervoltage,Yes
222,5.98,50.19,28,Normal,No
1,0.0,0.0,28,Line Break,Yes
19,0.0,0.0,21,Line Break,Yes
294,6.81,50.3,30,Overvoltage,Yes
230,7.42,49.96,34,Normal,No
164,4.55,49.13,27,Undervoltage,Yes
245,16.82,50.18,49,Overload,Yes
7,0.0,0.0,25,Line Break,Yes
253,11.02,49.97,51,Overload,Yes
120,3.96,49.97,34,Undervoltage,Yes
286,5.96,50.9,30,Overvoltage,Yes
244,14.44,49.98,45,Overload,Yes
172,2.42,49.88,33,Undervoltage,Yes
229,3.57,50.02,33,Normal,No
238,5.68,49.98,25,Normal,No
110,5.04,49.65,29,Undervoltage,Yes
3,0.0,0.0,24,Line Break,Yes
272,9.1,50.34,37,Overvoltage,Yes
227,7.24,49.87,33,Normal,No
240,4.32,50.08,26,Normal,No
139,4.09,49.99,25,Undervoltage,Yes
222,5.6,49.97,29,Normal,No
287,6.73,50.63,38,Overvoltage,Yes
290,9.72,50.39,30,Overvoltage,Yes
227,4.17,50.09,28,Normal,No
227,4.38,50.05,35,Normal,No
14,0.0,0.0,25,Line Break,Yes
13,0.0,0.0,25,Line Break,Yes
12,0.0,0.0,22,Line Break,Yes
3,0.0,0.0,28,Line Break,Yes
114,3.54,49.68,27,Undervoltage,Yes
235,4.68,49.94,27,Normal,No
252,15.34,49.89,53,Overload,Yes
162,5.06,49.93,35,Undervoltage,Yes
230,6.65,49.81,25,Normal,No
228,7.0,49.94,34,Normal,No
104,4.1,49.12,32,Undervoltage,Yes
261,6.75,50.01,33,Overvoltage,Yes
269,5.98,50.11,41,Overvoltage,Yes
286,5.66,50.34,35,Overvoltage,Yes
259,15.42,49.84,46,Overload,Yes
0,0.0,0.0,29,Line Break,Yes
261,5.05,50.56,35,Overvoltage,Yes
18,0.0,0.0,28,Line Break,Yes
223,3.55,49.91,26,Normal,No
268,6.66,50.57,44,Overvoltage,Yes
257,17.12,50.03,47,Overload,Yes
260,16.85,50.16,48,Overload,Yes
221,4.06,49.99,26,Normal,No
261,7.87,50.23,45,Overvoltage,Yes
240,4.46,50.17,33,Normal,No
270,5.95,50.98,40,Overvoltage,Yes
233,5.73,49.88,30,Normal,No
273,6.24,50.23,40,Overvoltage,Yes
243,13.33,49.96,45,Overload,Yes
299,7.74,50.07,37,Overvoltage,Yes
269,8.59,50.83,32,Overvoltage,Yes
19,0.0,0.0,24,Line Break,Yes
106,4.89,49.99,35,Undervoltage,Yes
231,6.27,49.96,26,Normal,No
221,3.79,49.97,32,Normal,No
242,12.69,49.83,49,Overload,Yes
298,9.13,50.37,45,Overvoltage,Yes
294,7.86,50.12,44,Overvoltage,Yes
14,0.0,0.0,28,Line Break,Yes
294,5.08,50.39,31,Overvoltage,Yes
250,15.65,49.96,46,Overload,Yes
222,7.17,50.08,31,Normal,No
226,4.02,50.07,31,Normal,No
110,3.11,49.34,28,Undervoltage,Yes
288,8.37,50.52,45,Overvoltage,Yes
254,16.61,50.11,42,Overload,Yes
222,7.43,49.87,27,Normal,No
229,5.55,50.02,25,Normal,No
262,6.07,50.9,43,Overvoltage,Yes
273,7.16,50.83,32,Overvoltage,Yes
231,7.87,49.83,33,Normal,No
17,0.0,0.0,28,Line Break,Yes
269,5.22,50.88,42,Overvoltage,Yes
263,5.29,50.11,45,Overvoltage,Yes
268,9.5,50.88,31,Overvoltage,Yes
294,9.47,50.4,31,Overvoltage,Yes
254,16.48,49.99,54,Overload,Yes
2,0.0,0.0,23,Line Break,Yes
254,17.11,50.19,44,Overload,Yes
125,2.26,49.21,33,Undervoltage,Yes
278,7.35,50.8,33,Overvoltage,Yes
128,5.02,49.25,27,Undervoltage,Yes
249,13.23,50.2,47,Overload,Yes
161,4.1,49.9,34,Undervoltage,Yes
237,4.53,49.81,28,Normal,No
244,12.73,49.92,47,Overload,Yes
221,5.39,50.16,27,Normal,No
133,3.38,49.24,31,Undervoltage,Yes
240,13.08,49.88,54,Overload,Yes
240,4.74,50.19,30,Normal,No
293,6.82,50.27,41,Overvoltage,Yes
228,7.7,50.05,25,Normal,No
271,9.77,50.35,45,Overvoltage,Yes
108,5.25,49.34,28,Undervoltage,Yes
2,0.0,0.0,27,Line Break,Yes
251,12.9,50.06,53,Overload,Yes
164,3.48,49.6,25,Undervoltage,Yes
231,4.83,50.14,31,Normal,No
242,15.81,50.13,43,Overload,Yes
240,19.36,50.17,41,Overload,Yes
252,11.72,50.12,55,Overload,Yes
230,6.61,49.91,30,Normal,No
256,11.31,50.11,48,Overload,Yes
163,5.48,49.13,32,Undervoltage,Yes
244,12.32,49.82,55,Overload,Yes
277,6.43,50.49,44,Overvoltage,Yes
10,0.0,0.0,26,Line Break,Yes
235,5.24,50.06,33,Normal,No
243,13.47,50.04,51,Overload,Yes
221,4.0,50.04,34,Normal,No
17,0.0,0.0,21,Line Break,Yes
123,4.64,49.3,31,Undervoltage,Yes
1,0.0,0.0,20,Line Break,Yes
235,3.74,49.93,27,Normal,No
17,0.0,0.0,28,Line Break,Yes
156,3.86,49.23,30,Undervoltage,Yes
220,5.82,50.15,29,Normal,No
283,8.16,50.45,40,Overvoltage,Yes
260,19.52,49.82,51,Overload,Yes
222,7.12,49.88,31,Normal,No
247,11.56,49.91,52,Overload,Yes
246,17.08,50.15,43,Overload,Yes
224,6.48,50.05,29,Normal,No
249,10.87,50.13,41,Overload,Yes
7,0.0,0.0,27,Line Break,Yes
240,5.44,49.82,26,Normal,No
14,0.0,0.0,29,Line Break,Yes
13,0.0,0.0,28,Line Break,Yes
19,0.0,0.0,24,Line Break,Yes
255,17.09,50.16,54,Overload,Yes
240,19.88,50.12,46,Overload,Yes
253,19.06,50.15,46,Overload,Yes
250,19.91,50.16,42,Overload,Yes
174,2.52,49.15,34,Undervoltage,Yes
227,4.82,49.86,35,Normal,No
294,9.2,50.48,44,Overvoltage,Yes
136,5.15,49.9,35,Undervoltage,Yes
128,4.72,49.31,29,Undervoltage,Yes
142,4.61,49.19,33,Undervoltage,Yes
6,0.0,0.0,24,Line Break,Yes
112,3.1,49.53,35,Undervoltage,Yes
254,19.9,50.03,52,Overload,Yes
266,6.22,50.06,33,Overvoltage,Yes
9,0.0,0.0,20,Line Break,Yes
260,10.55,49.87,44,Overload,Yes
16,0.0,0.0,25,Line Break,Yes
258,16.5,49.95,43,Overload,Yes
178,4.89,49.44,28,Undervoltage,Yes
245,13.14,50.08,54,Overload,Yes
268,9.63,50.04,45,Overvoltage,Yes
138,3.03,49.4,26,Undervoltage,Yes
232,6.51,49.95,31,Normal,No
229,4.58,50.06,30,Normal,No
145,2.18,49.03,29,Undervoltage,Yes
136,3.18,49.94,25,Undervoltage,Yes
291,9.83,50.23,38,Overvoltage,Yes
247,11.13,50.19,40,Overload,Yes
281,5.21,50.96,34,Overvoltage,Yes
158,5.13,49.21,35,Undervoltage,Yes
11,0.0,0.0,20,Line Break,Yes
275,7.9,50.24,34,Overvoltage,Yes
295,6.49,50.06,42,Overvoltage,Yes
273,6.13,50.0,44,Overvoltage,Yes
249,10.66,49.88,55,Overload,Yes
223,7.81,50.15,30,Normal,No
224,3.48,49.92,35,Normal,No
130,2.19,49.66,34,Undervoltage,Yes
279,8.37,50.11,32,Overvoltage,Yes
1,0.0,0.0,27,Line Break,Yes
275,9.55,50.64,33,Overvoltage,Yes
112,2.6,49.71,31,Undervoltage,Yes
290,7.54,50.89,35,Overvoltage,Yes
287,9.42,50.45,40,Overvoltage,Yes
3,0.0,0.0,26,Line Break,Yes
116,4.34,49.96,28,Undervoltage,Yes
132,3.77,49.79,30,Undervoltage,Yes
241,19.36,50.18,52,Overload,Yes
235,4.96,50.11,28,Normal,No
246,18.42,50.2,51,Overload,Yes
156,5.64,49.56,32,Undervoltage,Yes
174,2.74,49.29,26,Undervoltage,Yes
15,0.0,0.0,23,Line Break,Yes
257,18.46,50.11,42,Overload,Yes
262,8.0,50.43,44,Overvoltage,Yes
8,0.0,0.0,23,Line Break,Yes
123,3.73,49.93,25,Undervoltage,Yes
246,14.4,49.99,43,Overload,Yes
259,13.89,49.84,46,Overload,Yes
229,3.18,50.08,25,Normal,No
102,5.61,49.12,31,Undervoltage,Yes
7,0.0,0.0,25,Line Break,Yes
235,5.29,50.09,29,Normal,No
259,14.0,50.18,51,Overload,Yes
239,3.6,50.09,29,Normal,No
108,5.26,49.92,25,Undervoltage,Yes
249,17.04,50.12,54,Overload,Yes
164,3.07,49.89,30,Undervoltage,Yes
16,0.0,0.0,20,Line Break,Yes
250,11.42,50.11,48,Overload,Yes
295,5.01,50.5,35,Overvoltage,Yes
252,15.89,49.93,43,Overload,Yes
246,13.47,49.96,40,Overload,Yes
221,5.64,49.83,26,Normal,No
231,3.7,50.08,26,Normal,No
252,12.06,49.92,53,Overload,Yes
12,0.0,0.0,28,Line Break,Yes
241,10.35,49.89,48,Overload,Yes
2,0.0,0.0,23,Line Break,Yes
234,7.22,50.12,29,Normal,No
145,2.51,49.15,33,Undervoltage,Yes
179,4.39,49.09,26,Undervoltage,Yes
102,3.58,49.99,30,Undervoltage,Yes
294,6.66,50.24,44,Overvoltage,Yes
225,5.13,50.02,34,Normal,No
141,2.44,49.14,28,Undervoltage,Yes
20,0.0,0.0,21,Line Break,Yes
284,5.57,50.93,39,Overvoltage,Yes
266,8.58,50.45,33,Overvoltage,Yes
1,0.0,0.0,28,Line Break,Yes
240,6.71,49.94,33,Normal,No
237,4.17,49.93,34,Normal,No
265,5.33,50.45,43,Overvoltage,Yes
282,9.96,50.69,38,Overvoltage,Yes
18,0.0,0.0,28,Line Break,Yes
240,17.54,49.94,48,Overload,Yes
220,6.3,49.9,30,Normal,No
266,5.9,50.65,39,Overvoltage,Yes
242,18.8,50.0,55,Overload,Yes
231,7.02,49.93,25,Normal,No
293,9.44,50.39,32,Overvoltage,Yes
245,19.14,49.84,43,Overload,Yes
300,8.3,50.41,40,Overvoltage,Yes
2,0.0,0.0,25,Line Break,Yes
7,0.0,0.0,30,Line Break,Yes
234,7.7,50.13,29,Normal,No
282,5.03,50.58,33,Overvoltage,Yes
244,13.36,50.15,45,Overload,Yes
246,10.14,50.17,40,Overload,Yes
273,8.34,50.74,45,Overvoltage,Yes
168,5.57,49.15,26,Undervoltage,Yes
246,18.77,50.05,40,Overload,Yes
16,0.0,0.0,29,Line Break,Yes
276,7.87,50.18,30,Overvoltage,Yes
3,0.0,0.0,22,Line Break,Yes
8,0.0,0.0,30,Line Break,Yes
227,5.22,50.07,34,Normal,No
164,2.1,49.06,26,Undervoltage,Yes
169,2.75,49.61,30,Undervoltage,Yes
220,3.81,50.09,35,Normal,No
235,4.89,49.9,33,Normal,No
285,8.68,50.56,31,Overvoltage,Yes
234,7.03,49.81,28,Normal,No
253,14.49,50.08,44,Overload,Yes
19,0.0,0.0,27,Line Break,Yes
115,3.09,49.32,35,Undervoltage,Yes
176,3.54,49.36,30,Undervoltage,Yes
9,0.0,0.0,22,Line Break,Yes
10,0.0,0.0,25,Line Break,Yes
10,0.0,0.0,24,Line Break,Yes
235,6.09,50.08,30,Normal,No
300,6.46,50.63,41,Overvoltage,Yes
237,4.11,49.89,35,Normal,No
245,17.99,49.87,45,Overload,Yes
278,7.92,50.41,44,Overvoltage,Yes
114,5.65,49.3,31,Undervoltage,Yes
261,5.14,50.9,31,Overvoltage,Yes
250,19.93,49.94,41,Overload,Yes
13,0.0,0.0,21,Line Break,Yes
293,8.04,50.32,33,Overvoltage,Yes
159,3.8,49.45,28,Undervoltage,Yes
270,9.15,50.79,31,Overvoltage,Yes
230,5.68,49.81,33,Normal,No
298,5.58,50.94,30,Overvoltage,Yes
7,0.0,0.0,29,Line Break,Yes
106,2.12,49.8,30,Undervoltage,Yes
6,0.0,0.0,26,Line Break,Yes
240,5.09,49.88,31,Normal,No
270,5.1,50.08,36,Overvoltage,Yes
15,0.0,0.0,21,Line Break,Yes
226,5.99,50.08,30,Normal,No
297,8.9,50.83,38,Overvoltage,Yes
250,12.11,50.15,46,Overload,Yes
4,0.0,0.0,22,Line Break,Yes
266,9.94,50.63,31,Overvoltage,Yes
255,11.29,50.03,45,Overload,Yes
249,13.42,50.12,41,Overload,Yes
228,5.68,49.86,29,Normal,No
221,3.11,49.95,26,Normal,No
279,8.46,50.3,31,Overvoltage,Yes
109,3.44,49.2,35,Undervoltage,Yes
237,3.73,50.0,30,Normal,No
246,10.72,49.83,41,Overload,Yes
114,4.81,49.08,26,Undervoltage,Yes
6,0.0,0.0,23,Line Break,Yes
242,18.75,50.12,51,Overload,Yes
254,12.94,49.94,45,Overload,Yes
229,7.15,50.18,30,Normal,No
4,0.0,0.0,26,Line Break,Yes
224,6.48,49.89,32,Normal,No
14,0.0,0.0,26,Line Break,Yes
272,6.48,50.77,44,Overvoltage,Yes
1,0.0,0.0,26,Line Break,Yes
168,5.03,49.52,31,Undervoltage,Yes
223,6.53,49.92,30,Normal,No
0,0.0,0.0,25,Line Break,Yes
15,0.0,0.0,21,Line Break,Yes
125,3.93,49.02,28,Undervoltage,Yes
142,3.29,49.28,33,Undervoltage,Yes
147,5.52,49.01,33,Undervoltage,Yes
7,0.0,0.0,22,Line Break,Yes
10,0.0,0.0,22,Line Break,Yes
290,8.72,50.9,34,Overvoltage,Yes
256,10.16,50.16,41,Overload,Yes
229,7.2,49.85,34,Normal,No
271,9.66,50.74,35,Overvoltage,Yes
249,13.61,50.13,45,Overload,Yes
273,5.68,50.22,37,Overvoltage,Yes
17,0.0,0.0,24,Line Break,Yes
141,3.47,49.32,31,Undervoltage,Yes
265,8.87,50.15,45,Overvoltage,Yes
10,0.0,0.0,24,Line Break,Yes
109,4.17,49.27,26,Undervoltage,Yes
0,0.0,0.0,30,Line Break,Yes
250,17.21,50.12,44,Overload,Yes
237,3.59,50.01,28,Normal,No
232,7.34,49.96,34,Normal,No
12,0.0,0.0,21,Line Break,Yes
248,13.63,50.12,45,Overload,Yes
9,0.0,0.0,21,Line Break,Yes
11,0.0,0.0,25,Line Break,Yes
231,4.52,49.93,34,Normal,No
263,7.97,50.18,32,Overvoltage,Yes
251,10.92,49.86,53,Overload,Yes
169,4.19,49.61,31,Undervoltage,Yes
277,6.46,50.9,45,Overvoltage,Yes
233,3.73,49.94,30,Normal,No
222,5.33,50.01,35,Normal,No
235,7.48,49.93,35,Normal,No
102,2.45,49.2,28,Undervoltage,Yes
280,8.61,50.29,37,Overvoltage,Yes
263,6.78,50.46,32,Overvoltage,Yes
229,4.54,50.07,30,Normal,No
236,7.09,50.13,33,Normal,No
299,9.7,50.18,31,Overvoltage,Yes
106,5.52,49.42,27,Undervoltage,Yes
20,0.0,0.0,28,Line Break,Yes
224,7.45,49.85,30,Normal,No
150,4.95,49.83,26,Undervoltage,Yes
245,19.91,50.06,50,Overload,Yes
254,17.04,49.85,55,Overload,Yes
0,0.0,0.0,21,Line Break,Yes
1,0.0,0.0,29,Line Break,Yes
255,19.34,50.01,41,Overload,Yes
226,4.73,50.0,29,Normal,No
279,9.82,50.22,40,Overvoltage,Yes
256,17.71,49.81,50,Overload,Yes
247,12.37,50.01,44,Overload,Yes
18,0.0,0.0,23,Line Break,Yes
260,16.08,49.95,55,Overload,Yes
7,0.0,0.0,21,Line Break,Yes
220,5.36,50.08,28,Normal,No
231,3.5,50.09,25,Normal,No
14,0.0,0.0,29,Line Break,Yes
223,6.65,49.87,34,Normal,No
252,11.21,50.1,47,Overload,Yes
12,0.0,0.0,22,Line Break,Yes
138,2.62,49.78,34,Undervoltage,Yes
12,0.0,0.0,26,Line Break,Yes
7,0.0,0.0,24,Line Break,Yes
128,5.58,49.35,27,Undervoltage,Yes
236,5.78,50.08,26,Normal,No
229,4.89,49.92,26,Normal,No
253,18.67,49.95,47,Overload,Yes
103,2.22,49.86,33,Undervoltage,Yes
226,7.52,49.97,25,Normal,No
232,3.98,49.98,31,Normal,No
240,7.23,50.0,27,Normal,No
257,10.78,50.12,55,Overload,Yes
232,6.14,50.08,32,Normal,No
299,5.52,50.29,40,Overvoltage,Yes
223,4.41,50.12,28,Normal,No
226,4.52,50.16,30,Normal,No
225,6.93,50.15,30,Normal,No
252,12.31,49.96,48,Overload,Yes
116,5.35,49.74,33,Undervoltage,Yes
230,7.94,49.97,34,Normal,No
3,0.0,0.0,26,Line Break,Yes
176,2.7,49.39,34,Undervoltage,Yes
11,0.0,0.0,22,Line Break,Yes
7,0.0,0.0,30,Line Break,Yes
6,0.0,0.0,28,Line Break,Yes
108,5.31,49.56,30,Undervoltage,Yes
150,2.4,49.4,32,Undervoltage,Yes
15,0.0,0.0,28,Line Break,Yes
249,15.91,50.18,52,Overload,Yes
20,0.0,0.0,25,Line Break,Yes
234,4.16,50.04,33,Normal,No
159,2.68,49.06,34,Undervoltage,Yes
247,16.33,49.96,41,Overload,Yes
142,2.38,49.81,26,Undervoltage,Yes
282,7.39,50.98,30,Overvoltage,Yes
247,16.4,49.85,52,Overload,Yes
252,18.27,49.96,43,Overload,Yes
5,0.0,0.0,21,Line Break,Yes
254,10.84,50.09,54,Overload,Yes
257,10.83,50.18,51,Overload,Yes
271,5.4,50.74,38,Overvoltage,Yes
167,3.34,49.05,34,Undervoltage,Yes
260,14.1,49.92,40,Overload,Yes
121,2.32,49.18,33,Undervoltage,Yes
250,16.2,50.11,51,Overload,Yes
265,9.27,50.67,39,Overvoltage,Yes
257,12.12,50.01,43,Overload,Yes
250,19.14,49.97,48,Overload,Yes
230,7.2,49.93,27,Normal,No
224,4.57,49.9,30,Normal,No
239,3.74,50.05,26,Normal,No
249,12.7,49.87,54,Overload,Yes
11,0.0,0.0,29,Line Break,Yes
249,11.08,50.07,44,Overload,Yes
5,0.0,0.0,22,Line Break,Yes
251,16.2,50.18,55,Overload,Yes
284,6.54,50.62,38,Overvoltage,Yes
243,18.77,50.14,41,Overload,Yes
13,0.0,0.0,23,Line Break,Yes
142,4.06,49.68,25,Undervoltage,Yes
285,9.37,50.44,45,Overvoltage,Yes
259,15.72,50.14,50,Overload,Yes
111,5.3,49.87,28,Undervoltage,Yes
223,7.45,50.05,31,Normal,No
18,0.0,0.0,25,Line Break,Yes
117,3.44,49.67,27,Undervoltage,Yes
152,2.69,49.68,25,Undervoltage,Yes
18,0.0,0.0,28,Line Break,Yes
287,6.22,50.4,35,Overvoltage,Yes
128,4.26,49.52,33,Undervoltage,Yes
141,3.92,49.48,29,Undervoltage,Yes
223,5.4,49.89,26,Normal,No
255,15.43,50.06,54,Overload,Yes
6,0.0,0.0,29,Line Break,Yes
231,7.29,49.9,29,Normal,No
258,14.29,50.1,44,Overload,Yes
237,3.04,50.14,34,Normal,No
245,10.16,50.12,55,Overload,Yes
12,0.0,0.0,29,Line Break,Yes
232,7.69,49.82,34,Normal,No
244,19.93,49.87,44,Overload,Yes
6,0.0,0.0,25,Line Break,Yes
248,19.41,50.17,43,Overload,Yes
110,4.11,49.86,33,Undervoltage,Yes
157,2.73,49.98,34,Undervoltage,Yes
283,5.11,50.91,35,Overvoltage,Yes
297,6.46,50.88,40,Overvoltage,Yes
154,5.79,49.4,35,Undervoltage,Yes
260,12.17,49.96,42,Overload,Yes
245,17.51,49.92,53,Overload,Yes
245,11.36,49.92,49,Overload,Yes
105,5.72,49.36,27,Undervoltage,Yes
6,0.0,0.0,22,Line Break,Yes
239,3.61,50.07,35,Normal,No
12,0.0,0.0,22,Line Break,Yes
133,5.39,49.06,29,Undervoltage,Yes
260,17.26,50.14,55,Overload,Yes
242,18.91,50.05,41,Overload,Yes
267,8.35,50.77,38,Overvoltage,Yes
272,7.68,50.55,44,Overvoltage,Yes
240,7.26,50.0,33,Normal,No
260,18.58,50.11,52,Overload,Yes
11,0.0,0.0,25,Line Break,Yes
167,5.1,49.78,25,Undervoltage,Yes
277,9.84,50.13,43,Overvoltage,Yes
17,0.0,0.0,27,Line Break,Yes
261,8.84,50.85,33,Overvoltage,Yes
155,4.25,49.72,29,Undervoltage,Yes
251,18.91,50.14,52,Overload,Yes
242,18.38,49.96,46,Overload,Yes
252,14.94,49.91,46,Overload,Yes
243,16.07,49.82,48,Overload,Yes
291,6.75,50.78,40,Overvoltage,Yes
3,0.0,0.0,25,Line Break,Yes
275,8.83,50.6,31,Overvoltage,Yes
257,12.16,49.89,40,Overload,Yes
230,6.81,49.98,27,Normal,No
247,14.49,49.89,49,Overload,Yes
11,0.0,0.0,20,Line Break,Yes
15,0.0,0.0,24,Line Break,Yes
19,0.0,0.0,29,Line Break,Yes
240,10.52,50.1,50,Overload,Yes
244,17.01,49.8,53,Overload,Yes
152,4.7,49.7,26,Undervoltage,Yes
297,9.39,50.27,33,Overvoltage,Yes
17,0.0,0.0,21,Line Break,Yes
255,16.15,49.87,45,Overload,Yes
128,2.24,49.36,35,Undervoltage,Yes
17,0.0,0.0,21,Line Break,Yes
250,18.34,50.09,51,Overload,Yes
221,4.13,50.0,28,Normal,No
269,8.77,50.6,31,Overvoltage,Yes
243,15.15,49.82,45,Overload,Yes
222,3.87,49.81,33,Normal,No
264,9.04,50.92,40,Overvoltage,Yes
246,19.43,49.84,49,Overload,Yes
291,6.45,50.51,33,Overvoltage,Yes
7,0.0,0.0,25,Line Break,Yes
255,16.09,49.9,45,Overload,Yes
1,0.0,0.0,29,Line Break,Yes
160,5.97,49.99,29,Undervoltage,Yes
18,0.0,0.0,30,Line Break,Yes
287,5.63,50.14,44,Overvoltage,Yes
251,14.78,49.89,53,Overload,Yes
279,9.61,50.78,32,Overvoltage,Yes
261,5.99,50.84,40,Overvoltage,Yes
239,4.93,49.86,28,Normal,No
14,0.0,0.0,24,Line Break,Yes
179,3.18,49.64,27,Undervoltage,Yes
235,5.39,49.98,32,Normal,No
229,6.57,50.13,28,Normal,No
240,13.61,49.9,47,Overload,Yes
221,4.45,50.09,26,Normal,No
262,6.2,50.22,31,Overvoltage,Yes
292,6.01,50.34,42,Overvoltage,Yes
232,6.58,49.94,26,Normal,No
283,8.74,50.2,31,Overvoltage,Yes
220,7.54,49.87,27,Normal,No
15,0.0,0.0,25,Line Break,Yes
125,3.28,49.64,27,Undervoltage,Yes
12,0.0,0.0,20,Line Break,Yes
227,4.84,49.82,30,Normal,No
1,0.0,0.0,24,Line Break,Yes
251,13.86,49.92,41,Overload,Yes
244,13.72,50.12,40,Overload,Yes
231,7.88,50.07,29,Normal,No
246,13.68,50.0,55,Overload,Yes
245,18.93,50.15,44,Overload,Yes
231,6.33,49.91,27,Normal,No
113,3.5,49.58,31,Undervoltage,Yes
252,15.94,49.89,49,Overload,Yes
4,0.0,0.0,23,Line Break,Yes
15,0.0,0.0,30,Line Break,Yes
10,0.0,0.0,29,Line Break,Yes
147,3.09,49.54,30,Undervoltage,Yes
297,6.76,50.36,38,Overvoltage,Yes
174,5.89,49.61,25,Undervoltage,Yes
275,6.65,50.4,41,Overvoltage,Yes
231,5.43,50.1,33,Normal,No
287,6.4,50.4,33,Overvoltage,Yes
9,0.0,0.0,24,Line Break,Yes
104,3.25,49.91,26,Undervoltage,Yes
271,6.35,50.81,33,Overvoltage,Yes
18,0.0,0.0,24,Line Break,Yes
6,0.0,0.0,28,Line Break,Yes
222,4.21,50.17,28,Normal,No
230,5.49,50.16,34,Normal,No
12,0.0,0.0,24,Line Break,Yes
261,9.5,50.97,45,Overvoltage,Yes
231,5.48,50.14,28,Normal,No
256,14.45,49.83,52,Overload,Yes
111,3.91,49.87,28,Undervoltage,Yes
231,7.83,49.83,35,Normal,No
251,13.57,50.16,50,Overload,Yes
6,0.0,0.0,26,Line Break,Yes
18,0.0,0.0,25,Line Break,Yes
223,4.99,50.08,33,Normal,No
232,6.57,49.84,31,Normal,No
234,4.58,50.03,35,Normal,No
292,7.95,50.85,37,Overvoltage,Yes
164,4.49,49.8,33,Undervoltage,Yes
233,5.6,50.13,29,Normal,No
251,10.49,49.9,43,Overload,Yes
246,14.64,50.0,41,Overload,Yes
299,8.89,50.15,35,Overvoltage,Yes
128,5.7,49.67,34,Undervoltage,Yes
222,4.07,50.11,27,Normal,No
250,17.22,50.04,50,Overload,Yes
158,2.65,49.71,32,Undervoltage,Yes
260,16.69,49.92,41,Overload,Yes
262,6.71,50.64,36,Overvoltage,Yes
6,0.0,0.0,23,Line Break,Yes
236,6.48,50.11,25,Normal,No
235,7.05,50.15,26,Normal,No
260,13.98,50.03,54,Overload,Yes
151,2.04,49.08,33,Undervoltage,Yes
162,4.21,49.76,25,Undervoltage,Yes
134,4.4,49.47,30,Undervoltage,Yes
269,8.86,50.21,38,Overvoltage,Yes
1,0.0,0.0,26,Line Break,Yes
221,7.99,50.16,35,Normal,No
243,13.26,49.97,45,Overload,Yes
282,5.52,50.21,42,Overvoltage,Yes
18,0.0,0.0,26,Line Break,Yes
246,13.24,50.19,53,Overload,Yes
236,4.97,50.1,28,Normal,No
19,0.0,0.0,23,Line Break,Yes
235,3.01,50.16,28,Normal,No
255,14.64,49.81,53,Overload,Yes
299,5.39,50.25,31,Overvoltage,Yes
12,0.0,0.0,23,Line Break,Yes
274,7.09,50.94,36,Overvoltage,Yes
13,0.0,0.0,24,Line Break,Yes
114,3.11,49.86,25,Undervoltage,Yes
230,6.51,49.92,33,Normal,No
272,9.65,50.72,43,Overvoltage,Yes
0,0.0,0.0,24,Line Break,Yes
171,4.56,49.67,34,Undervoltage,Yes
116,3.51,49.38,32,Undervoltage,Yes
108,5.28,49.85,32,Undervoltage,Yes
294,8.35,50.26,36,Overvoltage,Yes
165,3.84,49.78,32,Undervoltage,Yes
11,0.0,0.0,30,Line Break,Yes
5,0.0,0.0,20,Line Break,Yes
245,17.31,50.0,53,Overload,Yes
232,7.33,49.84,33,Normal,No
240,15.01,49.85,52,Overload,Yes
174,3.13,49.62,28,Undervoltage,Yes
262,6.66,50.07,34,Overvoltage,Yes
